2	4	1	2	1	1
2	5	1	2	1	1
2	4	1	3	1	1
2	4	1	2	1	1
2	3	1	2	1	1
1	4	1	2	1	1
1	2	1	2	1	1
1	2	1	1	1	1
1	2	2	2	1	1
2	2	1	2	1	1
1	3	1	2	1	1
1	1	1	2	1	1
1	2	1	3	1	1
6	6	3	1	1	1
7	6	3	1	1	1
5	6	3	1	1	1
6	8	3	1	1	1
8	6	3	1	1	1
6	7	3	1	1	1
6	6	4	1	1	1
6	6	3	2	1	1
6	6	5	1	1	1
2	4	2	2	1	1
3	4	2	2	1	1
2	4	2	1	1	1
2	4	3	2	1	1
4	4	2	2	1	1
1	4	2	2	1	1
2	5	2	2	1	1
2	4	2	3	1	1
2	3	2	2	1	1
2	4	1	2	1	1
2	4	2	4	1	1
2	5	2	2	1	1
2	3	2	2	1	1
1	4	2	2	1	1
3	4	2	2	1	1
2	4	1	2	1	1
2	4	2	2	1	1
